"ListName","ListFilter","ItemOrder","Item","ItemDescription","FieldUsedIn","ValidateLoops","Validate","Note","Flag"
"SiteDisturbance",,9.00,"A.p","atmospheric pollution","SiteDisturbance","3",1,,0
"SiteDisturbance",,10.00,"A.p.ac","acid rain","SiteDisturbance","3",1,,0
"SiteDisturbance",,11.00,"A.p.to","toxic gases","SiteDisturbance","3",1,,0
"SiteDisturbance",,12.00,"A.w","windthrow","SiteDisturbance","3",1,,0
"SiteDisturbance",,13.00,"B","Biotic effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,14.00,"B.b","beaver tree cutting","SiteDisturbance","3",1,,0
"SiteDisturbance",,15.00,"B.d","domestic grazing/browsing","SiteDisturbance","3",1,,0
"SiteDisturbance",,16.00,"B.w","wildlife grazing/browsing","SiteDisturbance","3",1,,0
"SiteDisturbance",,17.00,"B.e","excrement accumulation (other than that normally associated with","SiteDisturbance","3",1,,0
"SiteDisturbance",,18.00,"B.i","insects","SiteDisturbance","3",1,,0
"SiteDisturbance",,19.00,"B.i.ki","insect kill","SiteDisturbance","3",1,,0
"SiteDisturbance",,20.00,"B.i.in","infestation","SiteDisturbance","3",1,,0
"SiteModifier",,17.00,"m","Medium-textured soils","SiteModifier1 & 2",,0,,0
"SiteDisturbance",,21.00,"B.p","disease","SiteDisturbance","3",1,,0
"SiteDisturbance",,22.00,"B.t","turbation (soil)","SiteDisturbance","3",1,,0
"SiteDisturbance",,23.00,"B.v","aggressive vegetation","SiteDisturbance","3",1,,0
"SiteDisturbance",,24.00,"D","Disposals","SiteDisturbance","3",1,,0
"SiteDisturbance",,25.00,"D.c","chemical spill or disposal","SiteDisturbance","3",1,,0
"SiteDisturbance",,26.00,"D.e","effluent disposal","SiteDisturbance","3",1,,0
"SiteDisturbance",,27.00,"D.g","domestic garbage disposal","SiteDisturbance","3",1,,0
"SiteDisturbance",,28.00,"D.o","oil spill or disposal","SiteDisturbance","3",1,,0
"SiteDisturbance",,29.00,"D.r","radioactive waste disposal or exposure","SiteDisturbance","3",1,,0
"SiteDisturbance",,30.00,"F","Fires","SiteDisturbance","3",1,,0
"SiteDisturbance",,31.00,"F.c","overstorey crown fire","SiteDisturbance","3",1,,0
"SiteDisturbance",,32.00,"F.g","light surface (ground) fire","SiteDisturbance","3",1,,0
"SiteDisturbance",,33.00,"F.r","repeated light surface fires","SiteDisturbance","3",1,,0
"SiteDisturbance",,34.00,"F.s","severe surface fire","SiteDisturbance","3",1,,0
"SiteDisturbance",,35.00,"F.i","repeated severe surface fires","SiteDisturbance","3",1,,0
"SiteDisturbance",,36.00,"F.l","burning of logging slash","SiteDisturbance","3",1,,0
"SiteDisturbance",,37.00,"F.l.bb","broadcast burn","SiteDisturbance","3",1,,0
"SiteDisturbance",,38.00,"F.l.pb","piled and burned","SiteDisturbance","3",1,,0
"SiteDisturbance",,39.00,"F.l.wb","burned windrows","SiteDisturbance","3",1,,0
"SiteDisturbance",,40.00,"L","Forest harvesting","SiteDisturbance","3",1,,0
"SiteDisturbance",,41.00,"L.l","land clearing (includes abandoned agriculture)","SiteDisturbance","3",1,,0
"SiteDisturbance",,42.00,"L.a","patch cut system","SiteDisturbance","3",1,,0
"SiteDisturbance",,43.00,"L.a.wr","with reserves","SiteDisturbance","3",1,,0
"SiteDisturbance",,44.00,"L.c","clearcut system (if slashburned, see also ""Fires"")","SiteDisturbance","3",1,,0
"SiteDisturbance",,45.00,"L.c.wr","with reserves (patch retention)","SiteDisturbance","3",1,,0
"SiteDisturbance",,46.00,"L.d","seed tree system","SiteDisturbance","3",1,,0
"SiteDisturbance",,47.00,"L.d.un","uniform","SiteDisturbance","3",1,,0
"SoilTexture",,16.10,"ME","Mesic",,,0,,0
"SoilTexture",,8.10,"HU","Humic",,,0,,0
"SoilTexture",,27.00,"WO","Woody",,,0,,0
"BEC_Use",,1.00,"1","Biodiversity: Intensive plots where full species list has been verified.","BEC_Use",,0,,0
"BEC_Use",,2.00,"2","Classification: Complete list of species but generally without vouchers and likely missing uncommon non-vasculars","BEC_Use",,0,,0
"BEC_Use",,3.00,"3","Support: Species list complete enough for accurate assessment of site units but not complete enough for use in site unit development","BEC_Use",,0,,0
"BEC_Use",,4.00,"4","Insufficient: Plots missing key information that maybe retrievable","BEC_Use",,0,,0
"BEC_Use",,4.10,"4.1","Insufficient: Georeferencing missing or inaccurate","BEC_Use",,0,,0
"BEC_Use",,4.20,"4.2","Insufficient: Unidentified major species","BEC_Use",,0,,0
"BEC_Use",,4.30,"4.3","Insufficient: Lacking environmental information","BEC_Use",,0,,0
"BEC_Use",,5.00,"5","Poor quality: Major species not identified, very limited species lists etc.","BEC_Use",,0,,0
"BEC_Use",,6.00,"6","Visuals: Limited data but georeferenced site unit calls. Should be removed from BECMaster to a locations dataset","BEC_Use",,0,,0
"BEC_Use",,7.00,"7","Remove: Plots are substandard and of limited value","BEC_Use",,0,,0
"MineralSoilTexture",,0.00,,"Null","RootZoneTexture",,0,,0
"MineralSoilTexture",,1.00,"Sndy","Sandy","RootZoneTexture",,0,,0
"MineralSoilTexture",,2.00,"Lmy","Loamy","RootZoneTexture",,0,,0
"MineralSoilTexture",,3.00,"Slty","Silty","RootZoneTexture",,0,,0
"MineralSoilTexture",,4.00,"Cly","Clayey","RootZoneTexture",,0,,0
"SiteModifier",,0.00,,"Null","SiteModifier1 & 2",,0,,0
"SiteModifier",,12.00,"x","Drier than typical","SiteModifier1 & 2",,0,,0
"SiteModifier",,13.00,"y","Moister than typical","SiteModifier1 & 2",,0,,0
"SiteModifier",,14.00,"c","Coarse-textured soils","SiteModifier1 & 2",,0,,0
"SiteModifier",,15.00,"d","Deep soil","SiteModifier1 & 2",,0,,0
"SiteModifier",,16.00,"f","Fine-textured soils","SiteModifier1 & 2",,0,,0
"SiteModifier",,18.00,"p","Peaty material","SiteModifier1 & 2",,0,,0
"SiteModifier",,19.00,"s","Shallow soils","SiteModifier1 & 2",,0,,0
"SiteModifier",,20.00,"v","Very shallow soils","SiteModifier1 & 2",,0,,0
"SiteModifier",,1.00,"a","Active floodplain","SiteModifier1 & 2",,0,,0
"SiteModifier",,2.00,"g","Gullying occuring","SiteModifier1 & 2",,0,,0
"SiteModifier",,3.00,"h","Hummocky terrain","SiteModifier1 & 2",,0,,0
"SiteModifier",,4.00,"i","Gentle slope","SiteModifier1 & 2",,0,,0
"SiteModifier",,5.00,"k","Cool aspect","SiteModifier1 & 2",,0,,0
"SiteModifier",,6.00,"n","Fan","SiteModifier1 & 2",,0,,0
"SiteModifier",,7.00,"q","Very steep cool aspect","SiteModifier1 & 2",,0,,0
"SiteModifier",,8.00,"r","Ridge","SiteModifier1 & 2",,0,,0
"SiteModifier",,9.00,"t","Terrace","SiteModifier1 & 2",,0,,0
"SiteModifier",,10.00,"w","Warm aspect","SiteModifier1 & 2",,0,,0
"SiteModifier",,11.00,"z","Very steep warm aspect","SiteModifier1 & 2",,0,,0
"SiteDisturbance",,1.00,,"null","SiteDisturbance","3",1,,0
"SiteDisturbance",,2.00,"A","Atmosphere-related effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,3.00,"A.e","climatic extremes","SiteDisturbance","3",1,,0
"SiteDisturbance",,4.00,"A.e.co","extreme cold","SiteDisturbance","3",1,,0
"SiteDisturbance",,5.00,"A.e.ht","extreme heat","SiteDisturbance","3",1,,0
"SiteDisturbance",,6.00,"A.e.gl","glaze ice","SiteDisturbance","3",1,,0
"SiteDisturbance",,7.00,"A.e.ha","severe hail","SiteDisturbance","3",1,,0
"SiteDisturbance",,8.00,"A.e.sn","heavy snow","SiteDisturbance","3",1,,0
"SiteDisturbance",,48.00,"L.d.gr","grouped","SiteDisturbance","3",1,,0
"SiteDisturbance",,49.00,"L.e","selection system","SiteDisturbance","3",1,,0
"SiteDisturbance",,50.00,"L.e.gr","group selection","SiteDisturbance","3",1,,0
"SiteDisturbance",,51.00,"L.e.si","single tree","SiteDisturbance","3",1,,0
"SiteDisturbance",,52.00,"L.e.st","strip","SiteDisturbance","3",1,,0
"SiteDisturbance",,53.00,"L.s","shelterwood system","SiteDisturbance","3",1,,0
"SiteDisturbance",,54.00,"L.s.un","uniform","SiteDisturbance","3",1,,0
"SiteDisturbance",,55.00,"L.s.gr","group","SiteDisturbance","3",1,,0
"SiteDisturbance",,56.00,"L.s.st","strip","SiteDisturbance","3",1,,0
"SiteDisturbance",,57.00,"L.s.ir","irregular","SiteDisturbance","3",1,,0
"SiteDisturbance",,58.00,"L.s.na","natural","SiteDisturbance","3",1,,0
"SiteDisturbance",,59.00,"L.s.nu","nurse tree","SiteDisturbance","3",1,,0
"SiteDisturbance",,60.00,"L.o","coppice","SiteDisturbance","3",1,,0
"SiteDisturbance",,61.00,"M","Plant or site modification effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,62.00,"M.c","herbicide use (chemical)","SiteDisturbance","3",1,,0
"SiteDisturbance",,63.00,"M.f","fertilization (specify type under ""Notes"")","SiteDisturbance","3",1,,0
"SiteDisturbance",,64.00,"M.i","irrigation","SiteDisturbance","3",1,,0
"SiteDisturbance",,65.00,"M.g","seeded or planted to grasses","SiteDisturbance","3",1,,0
"SiteDisturbance",,66.00,"M.h","seeded or planted to herbs","SiteDisturbance","3",1,,0
"SiteDisturbance",,67.00,"M.s","planted or seeded to shrubs","SiteDisturbance","3",1,,0
"SiteDisturbance",,68.00,"M.t","planted or seeded to trees","SiteDisturbance","3",1,,0
"SiteDisturbance",,69.00,"M.p","gathering or removal of plant products","SiteDisturbance","3",1,,0
"SiteDisturbance",,70.00,"M.f","firewood gathering","SiteDisturbance","3",1,,0
"SiteDisturbance",,71.00,"M.m","mushrooms","SiteDisturbance","3",1,,0
"SiteDisturbance",,72.00,"M.o","moss","SiteDisturbance","3",1,,0
"SiteDisturbance",,73.00,"M.s","shrubs (e.g., salal, falsebox)","SiteDisturbance","3",1,,0
"SiteDisturbance",,74.00,"M.x","other (specify under ""Notes"")","SiteDisturbance","3",1,,0
"SiteDisturbance",,75.00,"R","Recreation-related effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,76.00,"R.m","motorized trails","SiteDisturbance","3",1,,0
"SiteDisturbance",,77.00,"R.m.ec","constructed trail","SiteDisturbance","3",1,,0
"SiteDisturbance",,78.00,"R.m.it","informal trail","SiteDisturbance","3",1,,0
"SiteDisturbance",,79.00,"R.m.bt","braided trail sections","SiteDisturbance","3",1,,0
"SiteDisturbance",,80.00,"R.m.tr","trampling – temporary use","SiteDisturbance","3",1,,0
"SiteDisturbance",,81.00,"R.m.mb","mud bogging/rutting","SiteDisturbance","3",1,,0
"SiteDisturbance",,82.00,"R.m.wi","winter use trails","SiteDisturbance","3",1,,0
"SiteDisturbance",,83.00,"R.t","non-motorized trails","SiteDisturbance","3",1,,0
"SiteDisturbance",,84.00,"R.t.ec","constructed trail","SiteDisturbance","3",1,,0
"SiteDisturbance",,85.00,"R.t.it","informal trails","SiteDisturbance","3",1,,0
"SiteDisturbance",,86.00,"R.t.bt","braided trails section","SiteDisturbance","3",1,,0
"SiteDisturbance",,87.00,"R.t.tr","trampling – single use","SiteDisturbance","3",1,,0
"SiteDisturbance",,88.00,"R.t.mb","mucking and trail entrenchment","SiteDisturbance","3",1,,0
"SiteDisturbance",,89.00,"R.t.wi","winter use trails","SiteDisturbance","3",1,,0
"SiteDisturbance",,90.00,"R.c","camping","SiteDisturbance","3",1,,0
"SiteDisturbance",,91.00,"R.c.ec","established camp site","SiteDisturbance","3",1,,0
"SiteDisturbance",,92.00,"R.c.ic","informal camp site","SiteDisturbance","3",1,,0
"SiteDisturbance",,93.00,"R.l","litter and debris","SiteDisturbance","3",1,,0
"SiteDisturbance",,94.00,"R.p","plant introductions","SiteDisturbance","3",1,,0
"SiteDisturbance",,95.00,"S","Soil disturbance","SiteDisturbance","3",1,,0
"SiteDisturbance",,96.00,"S.a","cultivation (agricultural)","SiteDisturbance","3",1,,0
"SiteDisturbance",,97.00,"S.c","compaction","SiteDisturbance","3",1,,0
"SiteDisturbance",,98.00,"S.g","gouging (> 5 cm into mineral soil)","SiteDisturbance","3",1,,0
"SiteDisturbance",,99.00,"S.s","scalping (forest floor removed)","SiteDisturbance","3",1,,0
"SiteDisturbance",,100.00,"S.f","sidecast/fill","SiteDisturbance","3",1,,0
"SiteDisturbance",,101.00,"S.r","road bed, abandoned","SiteDisturbance","3",1,,0
"SiteDisturbance",,102.00,"S.t","railway, abandoned","SiteDisturbance","3",1,,0
"SiteDisturbance",,103.00,"S.e","excavation","SiteDisturbance","3",1,,0
"SiteDisturbance",,104.00,"S.m","mining effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,105.00,"S.m.pt","placer tailings","SiteDisturbance","3",1,,0
"SiteDisturbance",,106.00,"S.m.rq","rock quarrying (including open pit mines)","SiteDisturbance","3",1,,0
"SiteDisturbance",,107.00,"S.m.ta","tailings","SiteDisturbance","3",1,,0
"SiteDisturbance",,108.00,"S.p","mechanical site preparation","SiteDisturbance","3",1,,0
"SiteDisturbance",,109.00,"S.p.bb","brush blading","SiteDisturbance","3",1,,0
"SiteDisturbance",,110.00,"S.p.ds","drag scarification (anchor chain or shark fin)","SiteDisturbance","3",1,,0
"SiteDisturbance",,111.00,"S.p.dt","disc trenching","SiteDisturbance","3",1,,0
"SiteDisturbance",,112.00,"S.p.md","mounding","SiteDisturbance","3",1,,0
"SiteDisturbance",,113.00,"S.p.ps","patch scarification","SiteDisturbance","3",1,,0
"SiteDisturbance",,114.00,"S.p.vp","V-plowing","SiteDisturbance","3",1,,0
"SiteDisturbance",,115.00,"S.p.xx","other (specify under “Notes”)","SiteDisturbance","3",1,,0
"SiteDisturbance",,116.00,"T","Terrain-related effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,117.00,"T.a","avalanche","SiteDisturbance","3",1,,0
"SiteDisturbance",,118.00,"T.d","recent deglaciation","SiteDisturbance","3",1,,0
"SiteDisturbance",,119.00,"T.e","eolian (active deflation or deposition)","SiteDisturbance","3",1,,0
"SiteDisturbance",,120.00,"T.s","terrain failures (active/recent slumps, slides, solifluction, etc.)","SiteDisturbance","3",1,,0
"SiteDisturbance",,121.00,"T.v","volcanic activity","SiteDisturbance","3",1,,0
"SiteDisturbance",,122.00,"W","Water-related effects","SiteDisturbance","3",1,,0
"SiteDisturbance",,123.00,"W.i","inundation (including temporary inundation resulting from beaver activity)","SiteDisturbance","3",1,,0
"SiteDisturbance",,124.00,"W.s","temporary seepage (usually artificially induced; excludes intermittent seepage resulting from climate","SiteDisturbance","3",1,,0
"SiteDisturbance",,125.00,"W.d","water table control (diking, damming)","SiteDisturbance","3",1,,0
"SiteDisturbance",,126.00,"W.e","water table depression (associated with extensive water extraction from wells)","SiteDisturbance","3",1,,0
"BedrockType","",2.00,"ag","Extrusive pyroclastic - agglomerate","",,0,"",0
"BedrockType","",3.00,"ak","Clastic non-calcareous - medium grained - arkose","",,0,"",0
"BedrockType","",4.00,"am","Non-foliated coarse grained - amphibolite","",,0,"",0
"BedrockType","",5.00,"an","Extrusive intermediate - andesite","",,0,"",0
"BedrockType","",6.00,"ar","Non-foliated fine grained - argillite","",,0,"",0
"BedrockType","",7.00,"ba","Precipitates crystalline - non-calcareous - barite","",,0,"",0
"BedrockType","",8.00,"bs","Extrusive basic (mafic) - basalt","",,0,"",0
"BedrockType","",9.00,"bx","Clastic non-calcareous - coarse grained - breccia","",,0,"",0
"BedrockType","",10.00,"cg","Clastic non-calcareous - coarse grained - conglomerate","",,0,"",0
"BedrockType","",11.00,"co","Organic carbonaceous - coal","",,0,"",0
"BedrockType","",12.00,"da","Extrusive acid (felsic) - dacite","",,0,"",0
"BedrockType","",13.00,"dg","Foliated medium to coarse grained - dorite gneiss","",,0,"",0
"BedrockType","",14.00,"di","Intrusive intermediate - diorite","",,0,"",0
"BedrockType","",15.00,"dm","Non-foliated calcareous - dolomite marble","",,0,"",0
"BedrockType","",16.00,"do","Precipitates crystalline - calcareous - dolomite","",,0,"",0
"BedrockType","",17.00,"du","Intrusive basic (mafic) - dunite","",,0,"",0
"BedrockType","",18.00,"ea","Extrusive acid (felsic)","",,0,"",0
"BedrockType","",19.00,"eb","Extrusive basic (mafic)","",,0,"",0
"BedrockType","",20.00,"ei","Extrusive intermediate","",,0,"",0
"BedrockType","",21.00,"ep","Extrusive pyroclastic","",,0,"",0
"BedrockType","",22.00,"fc","Foliated coarse grained","",,0,"",0
"BedrockType","",23.00,"ff","Foliated fine grained","",,0,"",0
"BedrockType","",24.00,"fm","Foliated medium to coarse grained","",,0,"",0
"HumusForm",,22.00,"PD","Paramoder","HumusForm",,1,,0
"BedrockType","",25.00,"gb","Intrusive basic (mafic) - gabbro","",,0,"",0
"BedrockType","",26.00,"gd","Intrusive acid (felsic) - granodiorite","",,0,"",0
"BedrockType","",27.00,"gg","Foliated medium to coarse grained - granite gneiss","",,0,"",0
"BedrockType","",28.00,"gk","Clastic non-calcareous - medium grained - greywacke","",,0,"",0
"BedrockType","",29.00,"gl","Non-foliated medium to coarse grained - granulite","",,0,"",0
"BedrockType","",30.00,"gn","Foliated medium to coarse grained - gneiss","",,0,"",0
"BedrockType","",31.00,"gr","Intrusive acid (felsic) - granite","",,0,"",0
"BedrockType","",32.00,"gy","Precipitates crystalline - non-calcareous - gypsum","",,0,"",0
"BedrockType","",33.00,"hb","Non-foliated coarse grained - hornblendite","",,0,"",0
"BedrockType","",34.00,"hf","Non-foliated medium to coarse grained - hornfels","",,0,"",0
"BedrockType","",35.00,"ia","Intrusive acid (felsic)","",,0,"",0
"BedrockType","",36.00,"ib","Intrusive basic (mafic)","",,0,"",0
"BedrockType","",37.00,"ii","Intrusive intermediate","",,0,"",0
"BedrockType","",38.00,"ka","Clastic calcareous - medium grained - arkose","",,0,"",0
"BedrockType","",39.00,"kb","Clastic calcareous - coarse grained - breccia","",,0,"",0
"BedrockType","",40.00,"kc","Clastic calcareous - coarse grained","",,0,"",0
"BedrockType","",41.00,"kd","Clastic calcareous - fine grained - mudstone","",,0,"",0
"BedrockType","",42.00,"kf","Clastic calcareous - fine grained","",,0,"",0
"BedrockType","",43.00,"kg","Clastic calcareous - medium grained - greywacke","",,0,"",0
"BedrockType","",44.00,"kh","Clastic calcareous - fine grained - shale","",,0,"",0
"BedrockType","",45.00,"km","Clastic calcareous - medium grained","",,0,"",0
"BedrockType","",46.00,"kn","Clastic calcareous - coarse grained - conglomerate","",,0,"",0
"BedrockType","",47.00,"ks","Clastic calcareous - medium grained - sandstone","",,0,"",0
"BedrockType","",48.00,"kz","Clastic calcareous - fine grained - siltstone","",,0,"",0
"BedrockType","",49.00,"la","Extrusive recent lava flow","",,0,"",0
"BedrockType","",50.00,"lg","Organic carbonaceous - lignite","",,0,"",0
"BedrockType","",51.00,"li","Precipitates crystalline - non-calcareous - limonite","",,0,"",0
"BedrockType","",52.00,"ls","Precipitates crystalline - calcareous - limestone","",,0,"",0
"BedrockType","",53.00,"ma","Organic calcareous - mar","",,0,"",0
"BedrockType","",54.00,"mb","Non-foliated calcareous - marble","",,0,"",0
"BedrockType","",55.00,"md","Clastic non-calcareous - fine grained - mudstone","",,0,"",0
"BedrockType","",56.00,"mi","Foliated coarse grained - migmatite","",,0,"",0
"BedrockType","",57.00,"nc","Non-foliated coarse grained","",,0,"",0
"BedrockType","",58.00,"nf","Non-foliated fine grained","",,0,"",0
"BedrockType","",59.00,"nk","Non-foliated calcareous","",,0,"",0
"BedrockType","",60.00,"nm","Non-foliated medium to coarse grained","",,0,"",0
"BedrockType","",61.00,"oc","Organic carbonaceous","",,0,"",0
"BedrockType","",62.00,"ok","Organic calcareous","",,0,"",0
"BedrockType","",63.00,"ph","Foliated fine grained - phylite","",,0,"",0
"BedrockType","",64.00,"pk","Precipitates crystalline - calcareous","",,0,"",0
"BedrockType","",65.00,"pu","Precipitates crystalline - non-calcareous","",,0,"",0
"BedrockType","",66.00,"py","Intrusive basic (mafic) - pyroxenite","",,0,"",0
"BedrockType","",67.00,"qb","Extrusive basic (mafic) - quartz basalt","",,0,"",0
"BedrockType","",68.00,"qd","Intrusive intermediate - quartz diorite","",,0,"",0
"BedrockType","",69.00,"qg","Intrusive basic (mafic) - quartz","",,0,"",0
"BedrockType","",70.00,"qm","Intrusive acid (felsic) - quartz monzonite","",,0,"",0
"BedrockType","",71.00,"qt","Non-foliated medium to coarse grained - quartzite","",,0,"",0
"BedrockType","",72.00,"rh","Extrusive acid (felsic) - rhyolite","",,0,"",0
"BedrockType","",73.00,"sc","Foliated medium to coarse grained - schist","",,0,"",0
"BedrockType","",74.00,"sh","Clastic non-calcareous - fine grained - shale","",,0,"",0
"BedrockType","",75.00,"sl","Foliated fine grained - slate","",,0,"",0
"BedrockType","",76.00,"sm","Non-foliated calcareous - serpentine marble","",,0,"",0
"BedrockType","",77.00,"sp","Non-foliated fine grained - serpentinite","",,0,"",0
"BedrockType","",78.00,"ss","Clastic non-calcareous - medium grained - sandstone","",,0,"",0
"BedrockType","",79.00,"sy","Intrusive acid (felsic) - syenite","",,0,"",0
"BedrockType","",80.00,"tr","Extrusive acid (felsic) - trachyte","",,0,"",0
"BedrockType","",81.00,"tu","Extrusive pyroclastic - tuff","",,0,"",0
"BedrockType","",82.00,"tv","Precipitates crystalline - calcareous - travertine","",,0,"",0
"BedrockType","",83.00,"uc","Clastic non-calcareous - coarse grained","",,0,"",0
"BedrockType","",84.00,"uf","Clastic non-calcareous - fine grained","",,0,"",0
"BedrockType","",85.00,"um","Clastic non-calcareous - medium grained","",,0,"",0
"BedrockType","",86.00,"vb","Extrusive pyroclastic - volcanic breccia","",,0,"",0
"BedrockType","",87.00,"zl","Clastic non-calcareous - fine grained - siltstone","",,0,"",0
"CrownClass","",2.00,"C","codominant","",,0,"",0
"CrownClass","",3.00,"D","dominant","",,0,"",0
"CrownClass","",4.00,"I","intermediate","",,0,"",0
"CrownClass","",1.00,"null","null","",,0,"",0
"CrownClass","",5.00,"S","suppressed","",,0,"",0
"Cultural1",,1.00,,"null",,,0,,0
"Cultural1","",2.00,"0","Nil","",,0,"",0
"Cultural1","",3.00,"1","Poor","",,0,"",0
"Cultural1","",5.00,"3","Fair","",,0,"",0
"Cultural1",,7.00,"5","Good",,,0,,0
"Cultural1",,8.00,"6","Excellent",,,0,,0
"DistributionCode",,1.00,,"null",,,0,,0
"DistributionCode","",2.00,"1","Rare individual","",,0,"",0
"DistributionCode","",3.00,"2","Few individuals (2-5)","",,0,"",0
"DistributionCode","",4.00,"3","Single Patch","",,0,"",0
"DistributionCode","",5.00,"4","Several individuals (>5)","",,0,"",0
"DistributionCode",,6.00,"5","Few patches (2-5)",,,0,,0
"DistributionCode",,7.00,"6","Several patches (>5)",,,0,,0
"DistributionCode",,8.00,"7","Continuous well spaced",,,0,,0
"DistributionCode",,9.00,"8","Continuous with gaps",,,0,,0
"DistributionCode",,10.00,"9","Continuous and dense ",,,0,,0
"SiviMesoSlopePosition",,1.00,"1","CR",,,0,,0
"SiviMesoSlopePosition",,2.00,"2","UP",,,0,,0
"SiviMesoSlopePosition",,3.00,"3","MD",,,0,,0
"SiviMesoSlopePosition",,4.00,"4","LW",,,0,,0
"SiviMesoSlopePosition",,5.00,"5","TO",,,0,,0
"SiviMesoSlopePosition",,7.00,"7","LV",,,0,,0
"SiviMesoSlopePosition",,6.00,"6","DP",,,0,,0
"SiviSurfaceShape",,1.00,"1","ST",,,0,,0
"SiviSurfaceShape",,2.00,"2","CC",,,0,,0
"SiviSurfaceShape",,3.00,"3","CV",,,0,,0
"SiviStructuralStage",,1.00,"1","1a",,,0,,0
"SiviStructuralStage",,2.00,"2","1b",,,0,,0
"SiviStructuralStage",,3.00,"3","2a",,,0,,0
"SiviStructuralStage",,4.00,"4","2b",,,0,,0
"SiviStructuralStage",,5.00,"5","2c",,,0,,0
"SiviStructuralStage",,6.00,"6","2d",,,0,,0
"SiviStructuralStage",,7.00,"7","3a",,,0,,0
"SiviStructuralStage",,8.00,"8","3b",,,0,,0
"SiviStructuralStage",,9.00,"9","4",,,0,,0
"SiviStructuralStage",,10.00,"10","5",,,0,,0
"SiviStructuralStage",,11.00,"11","6",,,0,,0
"SiviStructuralStage",,12.00,"12","7a",,,0,,0
"SiviStructuralStage",,13.00,"13","7b",,,0,,0
"PlotType",,5.00,"CHARS","CHARS",,,0,,0
"SnowCoverRegime",,1.00,"A","Very exposed","SnowCoverRegime",,0,,0
"SnowCoverRegime",,2.00,"B","Exposed","SnowCoverRegime",,0,,0
"SnowCoverRegime",,3.00,"C","Neutral","SnowCoverRegime",,0,,0
"SnowCoverRegime",,4.00,"D","Protected","SnowCoverRegime",,0,,0
"SnowCoverRegime",,5.00,"E","Very protected","SnowCoverRegime",,0,,0
"SnowCoverRegime",,6.00,,"Null","SnowCoverRegime",,0,,0
"DataQuality",,4.00,"Excellent","Excellent - FS882 Full detail",,,0,"E",0
"DataQuality",,2.00,"Fair","Fair - Ground Call / SIVI",,,0,"F",0
"DataQuality",,3.00,"Good","Good - FS882 Partial or Lower quality",,,0,"G",0
"DataQuality",,1.00,"Poor","Poor - Visuals, Notes, Low quality",,,0,"P",0
"ArborealLichenLoading",,1.00,,"null",,,0,,0
"ArborealLichenLoading",,2.00,"0","None",,,0,,0
"ArborealLichenLoading",,3.00,"1","Rare",,,0,,0
"ArborealLichenLoading","",4.00,"2","Occasional","",,0,"",0
"ArborealLichenLoading","",5.00,"3","Common","",,0,"",0
"ArborealLichenLoading","",6.00,"4","Abundant","",,0,"",0
"ArborealLichenLoading",,7.00,"5","Very Abundant",,,0,,0
"AvailableForge","",2.00,"1","Class 1","",,0,"",0
"AvailableForge","",3.00,"2","Class 2","",,0,"",0
"AvailableForge","",4.00,"3","Class 3","",,0,"",0
"AvailableForge","",5.00,"4","Class 4","",,0,"",0
"BedrockType","",1.00,"","null","",,0,"",0
"StructuralStage",,14.00,"3c","Short stunted trees","StructuralStage",,1,,0
"StructuralStage",,15.00,"3d","Tall stunted trees","StructuralStage",,1,,0
"Region",,18.00,"RSK.BUL","Skeena Stikine_Bulkley","FSRegionDistrict",,1,,0
"Region",,19.00,"RSK.CAS","Skeena Stikine_Cassiar","FSRegionDistrict",,1,,0
"Exposure","",1.00,"","Null","Exposure","2",0,"",0
"Exposure","",2.00,"AT","Atmospheric toxicity","Exposure","2",0,"",0
"Exposure","",3.00,"CA","Cold air drainage","Exposure","2",0,"",0
"Exposure","",4.00,"FR","Frost","Exposure","2",0,"",0
"Exposure","",5.00,"IN","Insolation","Exposure","2",0,"",0
"Exposure","",6.00,"NA","Not Applicable","Exposure","2",0,"",0
"Exposure","",7.00,"RN","Localized Rainshadow","Exposure","2",0,"",0
"Exposure","",8.00,"SA","Salt spray","Exposure","2",0,"",0
"Exposure","",9.00,"SF","Fresh Water Spray","Exposure","2",0,"",0
"Exposure","",10.00,"SN","Snow Accumulation","Exposure","2",0,"",0
"Exposure","",11.00,"WI","Wind","Exposure","2",0,"",0
"Exposure","",12.00,"X","Miscellaneous","Exposure","2",0,"",0
"FloodingRegimeDur","",1.00,"","null","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur","",2.00,"B","Brief","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur","",3.00,"D","Diurnal","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur","",4.00,"E","Extended","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur","",5.00,"M","Moderate","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur","",6.00,"P","Permanent","FloodingRegimeDur",,1,"",0
"FloodingRegimeDur",,7.00,"S","Semi-permanent (exposed in dry years)","FloodingRegimeDur",,1,,0
"FloodingRegimeDur","",8.00,"T","Temporary","FloodingRegimeDur",,1,"",0
